image_id,group_id,dataset,folder,x,y,z,image_no,image_path,best_z,is_best,signed_z_offset,z_offset,signed_z_distance,z_distance,z_prior_score,read_error,signal,snr,sharpness,contrast,saturation,background,background_std,foreground_ratio,signal_utility,snr_utility,sharpness_utility,contrast_utility,saturation_utility,background_utility,objective_score,objective_level,combined_score,combined_level,score_method_version
2022-01-12-New01_2_39366_52395_Z08,2022-01-12-New01_2_39366_52395,2022-01-12-New01,2,39366,52395,1379228,8,"D:\Microscopic Image\原始数据集\2022-01-12-New01\2\2022-01-12-12-13-47.253-39366,52395,1379228.tif",1379128,False,100,100,2,2,82.0,,31.24203872680664,31.24203872680664,164.45295504437865,6.981922149658203,0.0,24.260116577148438,0.8054558038711548,0.001503140318627451,33.333333333333336,44.44444444444444,33.333333333333336,22.22222222222222,50.0,33.33333333333333,36.111111111111114,异常,68.23333333333333,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_2_39366_52395_Z09,2022-01-12-New01_2_39366_52395,2022-01-12-New01,2,39366,52395,1379278,9,"D:\Microscopic Image\原始数据集\2022-01-12-New01\2\2022-01-12-12-13-46.221-39366,52395,1379278.tif",1379128,False,150,150,3,3,74.0,,32.19867706298828,32.19867706298828,122.25630454804615,7.109426498413086,0.0,25.089250564575195,0.9320959448814392,0.001927593954248366,66.66666666666667,77.77777777777777,22.22222222222222,33.333333333333336,50.0,22.22222222222223,45.37037037037038,异常,65.41111111111111,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_2_39366_52395_Z10,2022-01-12-New01_2_39366_52395,2022-01-12-New01,2,39366,52395,1379328,10,"D:\Microscopic Image\原始数据集\2022-01-12-New01\2\2022-01-12-12-13-45.015-39366,52395,1379328.tif",1379128,False,200,200,4,4,62.0,,33.21181869506836,33.21181869506836,35.26418318281878,7.188922882080078,0.0,26.02289581298828,0.9732634425163269,0.0073976205065359475,77.77777777777777,88.88888888888889,11.11111111111111,44.44444444444444,50.0,11.111111111111114,47.22222222222223,异常,57.56666666666667,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_2_39366_52395_Z11,2022-01-12-New01_2_39366_52395,2022-01-12-New01,2,39366,52395,1379378,11,"D:\Microscopic Image\原始数据集\2022-01-12-New01\2\2022-01-12-12-13-43.808-39366,52395,1379378.tif",1379128,False,250,250,5,5,50.0,,36.32841491699219,26.626724475525453,26.499214410963305,5.825213537282503,0.0,28.3807315826416,1.3643591403961182,0.010378370098039215,88.88888888888889,0.0,0.0,0.0,50.0,0.0,23.14814814814815,异常,41.94444444444444,异常,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_2_39814_51321_Z01,2022-01-12-New01_2_39814_51321,2022-01-12-New01,2,39814,51321,1378878,1,"D:\Microscopic Image\原始数据集\2022-01-12-New01\2\2022-01-12-12-12-59.644-39814,51321,1378878.tif",1379228,False,-350,350,-7,7,50.0,,58.98762893676758,32.55969843870425,32.73194935341434,22.19629054654662,0.0,18.77513885498047,1.8116761445999146,0.40136399611928103,0.0,0.0,0.0,0.0,60.0,10.0,11.666666666666666,异常,38.5,异常,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_2_39814_51321_Z02,2022-01-12-New01_2_39814_51321,2022-01-12-New01,2,39814,51321,1378928,2,"D:\Microscopic Image\原始数据集\2022-01-12-New01\2\2022-01-12-12-12-58.439-39814,51321,1378928.tif",1379228,False,-300,300,-6,6,50.0,,63.844970703125,36.934860233214174,39.72381903439361,26.071036774490093,0.0,18.779020309448242,1.7285829782485962,0.38425181270424835,10.0,10.0,10.0,10.0,60.0,0.0,16.666666666666668,异常,40.0,异常,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_2_39814_51321_Z03,2022-01-12-New01_2_39814_51321,2022-01-12-New01,2,39814,51321,1378978,3,"D:\Microscopic Image\原始数据集\2022-01-12-New01\2\2022-01-12-12-12-57.260-39814,51321,1378978.tif",1379228,False,-250,250,-5,5,50.0,,64.70433044433594,54.64530679760027,53.191638981274394,39.314182851309354,0.0,18.15325355529785,1.1840784549713135,0.3665875204248366,20.0,20.0,30.0,20.0,60.0,20.0,28.333333333333332,异常,43.5,异常,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_2_39814_51321_Z04,2022-01-12-New01_2_39814_51321,2022-01-12-New01,2,39814,51321,1379028,4,"D:\Microscopic Image\原始数据集\2022-01-12-New01\2\2022-01-12-12-12-56.040-39814,51321,1379028.tif",1379228,False,-200,200,-4,4,62.0,,66.2978744506836,66.2978744506836,67.57343535380872,48.350013732910156,0.0,17.947860717773438,0.9196465015411377,0.35936542585784315,40.0,40.0,40.0,40.0,60.0,30.0,41.666666666666664,异常,55.9,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_2_39814_51321_Z05,2022-01-12-New01_2_39814_51321,2022-01-12-New01,2,39814,51321,1379078,5,"D:\Microscopic Image\原始数据集\2022-01-12-New01\2\2022-01-12-12-12-54.822-39814,51321,1379078.tif",1379228,False,-150,150,-3,3,74.0,,68.15857696533203,68.15857696533203,90.40726023615869,50.38591766357422,0.0,17.772659301757812,0.68766188621521,0.3515465430964052,50.0,50.0,60.0,50.0,60.0,60.0,55.0,差,68.3,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_2_39814_51321_Z06,2022-01-12-New01_2_39814_51321,2022-01-12-New01,2,39814,51321,1379128,6,"D:\Microscopic Image\原始数据集\2022-01-12-New01\2\2022-01-12-12-12-53.632-39814,51321,1379128.tif",1379228,False,-100,100,-2,2,82.0,,72.26624298095703,72.26624298095703,141.3499313010477,54.53637886047363,0.0,17.7298641204834,0.6780635118484497,0.3201880361519608,80.0,80.0,70.0,80.0,60.0,70.0,73.33333333333333,中,79.4,中,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_2_39814_51321_Z07,2022-01-12-New01_2_39814_51321,2022-01-12-New01,2,39814,51321,1379178,7,"D:\Microscopic Image\原始数据集\2022-01-12-New01\2\2022-01-12-12-12-52.598-39814,51321,1379178.tif",1379228,False,-50,50,-1,1,90.0,,72.29293060302734,72.29293060302734,169.758081693251,54.718997955322266,0.0,17.573932647705078,0.49799492955207825,0.3242027930964052,90.0,90.0,90.0,90.0,60.0,100.0,86.66666666666667,良,89.0,良,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_2_39814_51321_Z08,2022-01-12-New01_2_39814_51321,2022-01-12-New01,2,39814,51321,1379228,8,"D:\Microscopic Image\原始数据集\2022-01-12-New01\2\2022-01-12-12-12-51.392-39814,51321,1379228.tif",1379228,True,0,0,0,0,100.0,,73.42350769042969,73.42350769042969,195.54671063155908,55.78997230529785,6.382761437908497e-06,17.633535385131836,0.4837524890899658,0.3244549121732026,100.0,100.0,100.0,100.0,5.0,90.0,82.5,良,94.75,优,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_2_39814_51321_Z09,2022-01-12-New01_2_39814_51321,2022-01-12-New01,2,39814,51321,1379278,9,"D:\Microscopic Image\原始数据集\2022-01-12-New01\2\2022-01-12-12-12-50.188-39814,51321,1379278.tif",1379228,False,50,50,1,1,90.0,,72.06966400146484,72.06966400146484,142.4083975447244,54.40153694152832,6.382761437908497e-06,17.668127059936523,0.4724530279636383,0.3335184334150327,70.0,70.0,80.0,70.0,5.0,80.0,62.5,差,81.75,良,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_2_39814_51321_Z10,2022-01-12-New01_2_39814_51321,2022-01-12-New01,2,39814,51321,1379328,10,"D:\Microscopic Image\原始数据集\2022-01-12-New01\2\2022-01-12-12-12-49.023-39814,51321,1379328.tif",1379228,False,100,100,2,2,82.0,,70.26654052734375,70.26654052734375,80.07117837274043,52.3994197845459,0.0,17.86712074279785,0.6172435879707336,0.34196601817810457,60.0,60.0,50.0,60.0,60.0,50.0,56.666666666666664,差,74.4,中,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_2_39814_51321_Z11,2022-01-12-New01_2_39814_51321,2022-01-12-New01,2,39814,51321,1379378,11,"D:\Microscopic Image\原始数据集\2022-01-12-New01\2\2022-01-12-12-12-47.776-39814,51321,1379378.tif",1379228,False,150,150,3,3,74.0,,65.70467376708984,65.70467376708984,47.87945435809956,47.759437561035156,0.0,17.945236206054688,0.6068883538246155,0.3708224826388889,30.0,30.0,20.0,30.0,60.0,40.0,35.0,异常,62.3,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_2_39814_51679_Z01,2022-01-12-New01_2_39814_51679,2022-01-12-New01,2,39814,51679,1378878,1,"D:\Microscopic Image\原始数据集\2022-01-12-New01\2\2022-01-12-12-12-03.782-39814,51679,1378878.tif",1379178,False,-300,300,-6,6,50.0,,62.1649284362793,23.82190686090843,29.641531543388236,16.18399520014428,0.0,19.931663513183594,2.609569787979126,0.3834603502859477,0.0,0.0,0.0,0.0,50.0,0.0,8.333333333333334,异常,37.5,异常,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_2_39814_51679_Z02,2022-01-12-New01_2_39814_51679,2022-01-12-New01,2,39814,51679,1378928,2,"D:\Microscopic Image\原始数据集\2022-01-12-New01\2\2022-01-12-12-12-02.590-39814,51679,1378928.tif",1379178,False,-250,250,-5,5,50.0,,62.558101654052734,30.937519904287274,33.89655044739177,21.41410291193017,0.0,19.257099151611328,2.0220787525177,0.3935770271650327,10.0,10.0,10.0,10.0,50.0,10.0,16.666666666666668,异常,40.0,异常,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_2_39814_51679_Z03,2022-01-12-New01_2_39814_51679,2022-01-12-New01,2,39814,51679,1378978,3,"D:\Microscopic Image\原始数据集\2022-01-12-New01\2\2022-01-12-12-12-01.557-39814,51679,1378978.tif",1379178,False,-200,200,-4,4,62.0,,63.15122604370117,36.84884888143497,41.114278601715235,25.820485227061916,0.0,18.900310516357422,1.713791012763977,0.39435891544117646,20.0,20.0,30.0,20.0,50.0,20.0,26.666666666666668,异常,51.4,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_2_39814_51679_Z04,2022-01-12-New01_2_39814_51679,2022-01-12-New01,2,39814,51679,1379028,4,"D:\Microscopic Image\原始数据集\2022-01-12-New01\2\2022-01-12-12-12-00.182-39814,51679,1379028.tif",1379178,False,-150,150,-3,3,74.0,,66.39718627929688,58.64161221591881,66.74718287443007,42.41175409687458,0.0,18.376317977905273,1.1322537660598755,0.38033279718137253,50.0,30.0,50.0,30.0,50.0,30.0,40.0,异常,63.8,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_2_39814_51679_Z05,2022-01-12-New01_2_39814_51679,2022-01-12-New01,2,39814,51679,1379078,5,"D:\Microscopic Image\原始数据集\2022-01-12-New01\2\2022-01-12-12-11-58.989-39814,51679,1379078.tif",1379178,False,-100,100,-2,2,82.0,,67.58206939697266,67.58206939697266,83.75216166084674,49.39423942565918,0.0,18.187829971313477,0.8756465911865234,0.37735523897058826,60.0,60.0,60.0,60.0,50.0,50.0,56.666666666666664,差,74.4,中,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_2_39814_51679_Z06,2022-01-12-New01_2_39814_51679,2022-01-12-New01,2,39814,51679,1379128,6,"D:\Microscopic Image\原始数据集\2022-01-12-New01\2\2022-01-12-12-11-57.599-39814,51679,1379128.tif",1379178,False,-50,50,-1,1,90.0,,69.83040618896484,69.83040618896484,132.94829160726977,51.93449401855469,0.0,17.895912170410156,0.6705013513565063,0.358538858251634,80.0,80.0,80.0,80.0,50.0,100.0,78.33333333333333,中,86.5,良,z_prior_plus_fov_ranked_metrics_v2
