image_id,split,image_path,relative_image_path,group_new_id,group_id,source_partner,dataset,folder,x,y,z,image_no,is_expert_best,reference_score,reference_level,quality_score,quality_level,label_source,source_note,source_image_path,source_table
G0001_2C9C41_Z11,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0001_2C9C41\G0001_2C9C41_Z11.tif,test/images/G0001_2C9C41/G0001_2C9C41_Z11.tif,G0001_2C9C41,2022-01-12-New01_2_39366_51679,partner_A,2022-01-12-New01,2,39366,51679,1379378,11,False,50.0,差,65.0,差,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_2_39366_51679\11_z1379378_ref50_差.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0006_48B74E_Z01,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0006_48B74E\G0006_48B74E_Z01.tif,test/images/G0006_48B74E/G0006_48B74E_Z01.tif,G0006_48B74E,2022-01-12-New01_2_39814_52037,partner_C,2022-01-12-New01,2,39814,52037,1378878,1,False,50.0,差,62.2,差,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_2_39814_52037\01_z1378878_ref50_差.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0006_48B74E_Z02,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0006_48B74E\G0006_48B74E_Z02.tif,test/images/G0006_48B74E/G0006_48B74E_Z02.tif,G0006_48B74E,2022-01-12-New01_2_39814_52037,partner_C,2022-01-12-New01,2,39814,52037,1378928,2,False,50.0,差,63.5,差,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_2_39814_52037\02_z1378928_ref50_差.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0006_48B74E_Z03,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0006_48B74E\G0006_48B74E_Z03.tif,test/images/G0006_48B74E/G0006_48B74E_Z03.tif,G0006_48B74E,2022-01-12-New01_2_39814_52037,partner_C,2022-01-12-New01,2,39814,52037,1378978,3,False,50.0,差,69.4,差,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_2_39814_52037\03_z1378978_ref50_差.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0006_48B74E_Z04,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0006_48B74E\G0006_48B74E_Z04.tif,test/images/G0006_48B74E/G0006_48B74E_Z04.tif,G0006_48B74E,2022-01-12-New01_2_39814_52037,partner_C,2022-01-12-New01,2,39814,52037,1379028,4,False,62.0,差,75.4,中,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_2_39814_52037\04_z1379028_ref62_差.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0006_48B74E_Z05,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0006_48B74E\G0006_48B74E_Z05.tif,test/images/G0006_48B74E/G0006_48B74E_Z05.tif,G0006_48B74E,2022-01-12-New01_2_39814_52037,partner_C,2022-01-12-New01,2,39814,52037,1379078,5,False,74.0,中,81.7,良,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_2_39814_52037\05_z1379078_ref74_中.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0006_48B74E_Z06,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0006_48B74E\G0006_48B74E_Z06.tif,test/images/G0006_48B74E/G0006_48B74E_Z06.tif,G0006_48B74E,2022-01-12-New01_2_39814_52037,partner_C,2022-01-12-New01,2,39814,52037,1379128,6,False,82.0,良,89.5,良,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_2_39814_52037\06_z1379128_ref82_良.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0006_48B74E_Z07,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0006_48B74E\G0006_48B74E_Z07.tif,test/images/G0006_48B74E/G0006_48B74E_Z07.tif,G0006_48B74E,2022-01-12-New01_2_39814_52037,partner_C,2022-01-12-New01,2,39814,52037,1379178,7,False,90.0,优,95.7,优,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_2_39814_52037\07_z1379178_ref90_优.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0006_48B74E_Z08,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0006_48B74E\G0006_48B74E_Z08.tif,test/images/G0006_48B74E/G0006_48B74E_Z08.tif,G0006_48B74E,2022-01-12-New01_2_39814_52037,partner_C,2022-01-12-New01,2,39814,52037,1379228,8,True,100.0,优,99.8,优,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_2_39814_52037\08_z1379228_ref100_优.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0006_48B74E_Z09,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0006_48B74E\G0006_48B74E_Z09.tif,test/images/G0006_48B74E/G0006_48B74E_Z09.tif,G0006_48B74E,2022-01-12-New01_2_39814_52037,partner_C,2022-01-12-New01,2,39814,52037,1379278,9,False,90.0,优,91.5,优,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_2_39814_52037\09_z1379278_ref90_优.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0006_48B74E_Z10,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0006_48B74E\G0006_48B74E_Z10.tif,test/images/G0006_48B74E/G0006_48B74E_Z10.tif,G0006_48B74E,2022-01-12-New01_2_39814_52037,partner_C,2022-01-12-New01,2,39814,52037,1379328,10,False,82.0,良,82.7,良,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_2_39814_52037\10_z1379328_ref82_良.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0006_48B74E_Z11,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0006_48B74E\G0006_48B74E_Z11.tif,test/images/G0006_48B74E/G0006_48B74E_Z11.tif,G0006_48B74E,2022-01-12-New01_2_39814_52037,partner_C,2022-01-12-New01,2,39814,52037,1379378,11,False,74.0,中,76.0,中,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_2_39814_52037\11_z1379378_ref74_中.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0025_E861FC_Z01,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0025_E861FC\G0025_E861FC_Z01.tif,test/images/G0025_E861FC/G0025_E861FC_Z01.tif,G0025_E861FC,2022-01-12-New01_4_40262_52037,partner_A,2022-01-12-New01,4,40262,52037,1378878,1,False,50.0,差,43.2,异常,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_4_40262_52037\01_z1378878_ref50_差.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0025_E861FC_Z02,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0025_E861FC\G0025_E861FC_Z02.tif,test/images/G0025_E861FC/G0025_E861FC_Z02.tif,G0025_E861FC,2022-01-12-New01_4_40262_52037,partner_A,2022-01-12-New01,4,40262,52037,1378928,2,False,50.0,差,45.2,异常,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_4_40262_52037\02_z1378928_ref50_差.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0025_E861FC_Z03,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0025_E861FC\G0025_E861FC_Z03.tif,test/images/G0025_E861FC/G0025_E861FC_Z03.tif,G0025_E861FC,2022-01-12-New01_4_40262_52037,partner_A,2022-01-12-New01,4,40262,52037,1378978,3,False,62.0,差,52.6,差,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_4_40262_52037\03_z1378978_ref62_差.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0025_E861FC_Z04,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0025_E861FC\G0025_E861FC_Z04.tif,test/images/G0025_E861FC/G0025_E861FC_Z04.tif,G0025_E861FC,2022-01-12-New01_4_40262_52037,partner_A,2022-01-12-New01,4,40262,52037,1379028,4,False,74.0,中,59.5,差,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_4_40262_52037\04_z1379028_ref74_中.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0025_E861FC_Z05,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0025_E861FC\G0025_E861FC_Z05.tif,test/images/G0025_E861FC/G0025_E861FC_Z05.tif,G0025_E861FC,2022-01-12-New01_4_40262_52037,partner_A,2022-01-12-New01,4,40262,52037,1379078,5,False,82.0,良,67.1,差,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_4_40262_52037\05_z1379078_ref82_良.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0025_E861FC_Z06,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0025_E861FC\G0025_E861FC_Z06.tif,test/images/G0025_E861FC/G0025_E861FC_Z06.tif,G0025_E861FC,2022-01-12-New01_4_40262_52037,partner_A,2022-01-12-New01,4,40262,52037,1379128,6,False,90.0,优,74.7,中,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_4_40262_52037\06_z1379128_ref90_优.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0025_E861FC_Z07,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0025_E861FC\G0025_E861FC_Z07.tif,test/images/G0025_E861FC/G0025_E861FC_Z07.tif,G0025_E861FC,2022-01-12-New01_4_40262_52037,partner_A,2022-01-12-New01,4,40262,52037,1379178,7,True,100.0,优,84.7,良,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_4_40262_52037\07_z1379178_ref100_优.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0025_E861FC_Z08,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0025_E861FC\G0025_E861FC_Z08.tif,test/images/G0025_E861FC/G0025_E861FC_Z08.tif,G0025_E861FC,2022-01-12-New01_4_40262_52037,partner_A,2022-01-12-New01,4,40262,52037,1379228,8,False,90.0,优,87.9,良,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_4_40262_52037\08_z1379228_ref90_优.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0025_E861FC_Z09,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0025_E861FC\G0025_E861FC_Z09.tif,test/images/G0025_E861FC/G0025_E861FC_Z09.tif,G0025_E861FC,2022-01-12-New01_4_40262_52037,partner_A,2022-01-12-New01,4,40262,52037,1379278,9,False,82.0,良,81.9,良,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_4_40262_52037\09_z1379278_ref82_良.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0025_E861FC_Z10,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0025_E861FC\G0025_E861FC_Z10.tif,test/images/G0025_E861FC/G0025_E861FC_Z10.tif,G0025_E861FC,2022-01-12-New01_4_40262_52037,partner_A,2022-01-12-New01,4,40262,52037,1379328,10,False,74.0,中,70.4,中,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_4_40262_52037\10_z1379328_ref74_中.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0025_E861FC_Z11,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0025_E861FC\G0025_E861FC_Z11.tif,test/images/G0025_E861FC/G0025_E861FC_Z11.tif,G0025_E861FC,2022-01-12-New01_4_40262_52037,partner_A,2022-01-12-New01,4,40262,52037,1379378,11,False,62.0,差,66.1,差,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_4_40262_52037\11_z1379378_ref62_差.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0030_DB8E3F_Z01,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0030_DB8E3F\G0030_DB8E3F_Z01.tif,test/images/G0030_DB8E3F/G0030_DB8E3F_Z01.tif,G0030_DB8E3F,2022-01-12-New01_4_40710_52395,partner_C,2022-01-12-New01,4,40710,52395,1378878,1,False,50.0,差,43.2,异常,expert_best_prior+objective_metrics+human_qc,原图过暗/有效对比度低,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_40710_52395\01_z1378878_ref50_差.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0030_DB8E3F_Z02,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0030_DB8E3F\G0030_DB8E3F_Z02.tif,test/images/G0030_DB8E3F/G0030_DB8E3F_Z02.tif,G0030_DB8E3F,2022-01-12-New01_4_40710_52395,partner_C,2022-01-12-New01,4,40710,52395,1378928,2,False,50.0,差,43.6,异常,expert_best_prior+objective_metrics+human_qc,原图过暗/有效对比度低,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_40710_52395\02_z1378928_ref50_差.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0030_DB8E3F_Z03,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0030_DB8E3F\G0030_DB8E3F_Z03.tif,test/images/G0030_DB8E3F/G0030_DB8E3F_Z03.tif,G0030_DB8E3F,2022-01-12-New01_4_40710_52395,partner_C,2022-01-12-New01,4,40710,52395,1378978,3,False,62.0,差,49.0,异常,expert_best_prior+objective_metrics+human_qc,原图过暗/有效对比度低,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_40710_52395\03_z1378978_ref62_差.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0030_DB8E3F_Z04,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0030_DB8E3F\G0030_DB8E3F_Z04.tif,test/images/G0030_DB8E3F/G0030_DB8E3F_Z04.tif,G0030_DB8E3F,2022-01-12-New01_4_40710_52395,partner_C,2022-01-12-New01,4,40710,52395,1379028,4,False,74.0,中,49.0,异常,expert_best_prior+objective_metrics+human_qc,原图过暗/有效对比度低,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_40710_52395\04_z1379028_ref74_中.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0030_DB8E3F_Z05,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0030_DB8E3F\G0030_DB8E3F_Z05.tif,test/images/G0030_DB8E3F/G0030_DB8E3F_Z05.tif,G0030_DB8E3F,2022-01-12-New01_4_40710_52395,partner_C,2022-01-12-New01,4,40710,52395,1379078,5,False,82.0,良,62.3,差,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_40710_52395\05_z1379078_ref82_良.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0030_DB8E3F_Z06,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0030_DB8E3F\G0030_DB8E3F_Z06.tif,test/images/G0030_DB8E3F/G0030_DB8E3F_Z06.tif,G0030_DB8E3F,2022-01-12-New01_4_40710_52395,partner_C,2022-01-12-New01,4,40710,52395,1379128,6,False,90.0,优,70.1,中,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_40710_52395\06_z1379128_ref90_优.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0030_DB8E3F_Z07,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0030_DB8E3F\G0030_DB8E3F_Z07.tif,test/images/G0030_DB8E3F/G0030_DB8E3F_Z07.tif,G0030_DB8E3F,2022-01-12-New01_4_40710_52395,partner_C,2022-01-12-New01,4,40710,52395,1379178,7,True,100.0,优,76.9,中,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_40710_52395\07_z1379178_ref100_优.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0030_DB8E3F_Z08,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0030_DB8E3F\G0030_DB8E3F_Z08.tif,test/images/G0030_DB8E3F/G0030_DB8E3F_Z08.tif,G0030_DB8E3F,2022-01-12-New01_4_40710_52395,partner_C,2022-01-12-New01,4,40710,52395,1379228,8,False,90.0,优,74.7,中,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_40710_52395\08_z1379228_ref90_优.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0030_DB8E3F_Z09,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0030_DB8E3F\G0030_DB8E3F_Z09.tif,test/images/G0030_DB8E3F/G0030_DB8E3F_Z09.tif,G0030_DB8E3F,2022-01-12-New01_4_40710_52395,partner_C,2022-01-12-New01,4,40710,52395,1379278,9,False,82.0,良,72.1,中,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_40710_52395\09_z1379278_ref82_良.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0030_DB8E3F_Z10,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0030_DB8E3F\G0030_DB8E3F_Z10.tif,test/images/G0030_DB8E3F/G0030_DB8E3F_Z10.tif,G0030_DB8E3F,2022-01-12-New01_4_40710_52395,partner_C,2022-01-12-New01,4,40710,52395,1379328,10,False,74.0,中,70.3,中,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_40710_52395\10_z1379328_ref74_中.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0030_DB8E3F_Z11,test,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\test\images\G0030_DB8E3F\G0030_DB8E3F_Z11.tif,test/images/G0030_DB8E3F/G0030_DB8E3F_Z11.tif,G0030_DB8E3F,2022-01-12-New01_4_40710_52395,partner_C,2022-01-12-New01,4,40710,52395,1379378,11,False,62.0,差,67.4,差,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_40710_52395\11_z1379378_ref62_差.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
